title,vendor,inventory_policy,inventory_available,created_at,meta,objectID,curators_product,soldout,maxdeltime,mindeltime,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,ConversionRate
Midcentury Landscape with Birch Trees,Médecine,deny,False,2024-03-15T13:16:43.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45180099002633,False,true,1,1,7,0,1,0,0.0
Grande Ornate Candle Holder,Les Objets Amsterdam,deny,False,2024-04-12T13:36:51.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45333590573321,False,true,2,1,4,0,0,0,0.0
Mushroom Lamp,Les Objets Amsterdam,deny,False,2024-04-12T13:36:46.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45333590081801,False,true,2,1,9,0,0,0,0.0
Modernist Sculpture,Les Objets Amsterdam,deny,False,2024-04-12T13:36:43.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45333589688585,False,true,2,1,10,0,0,0,0.0
Contrasting Vases Set,Les Objets Amsterdam,deny,False,2024-04-12T13:36:39.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45333589360905,False,true,2,1,3,0,0,0,0.0
Sleek Candle Holder Set,Les Objets Amsterdam,deny,False,2024-04-12T13:36:34.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45333589098761,False,true,2,1,1,0,0,0,0.0
Memphis Magazine Rack,Les Objets Amsterdam,deny,False,2024-04-12T13:36:33.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45333589000457,False,true,2,1,7,0,0,0,0.0
"Acrylic on abstract canvas signed Shultz, 1959",LA NOUVELLE GALERIE,deny,False,2024-06-05T15:07:41.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45616635805961,False,true,2,1,14,0,0,0,0.0
Double Wrought Iron Candlestick,LA NOUVELLE GALERIE,deny,False,2024-06-05T15:07:28.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45616634069257,False,true,2,1,5,0,0,0,0.0
Brass 80's Large Tray,Les Objoies,deny,False,2024-04-25T09:11:15.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45395118686473,False,true,2,1,3,0,0,0,0.0
Apple Sugar Bowl,Les Objoies,deny,False,2024-04-22T10:41:16.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45378426994953,False,true,2,1,2,0,0,0,0.0
Large Silver-Plated Oval Tray,Les Objoies,deny,False,2024-04-22T10:41:06.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45378424373513,False,true,2,1,2,0,0,0,0.0
Swan & Shell Vide-Poche,Les Objoies,deny,False,2024-04-22T10:40:55.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45378423390473,False,true,2,1,2,0,0,0,0.0
Large Shell Butter Dish,Les Objoies,deny,False,2024-04-18T13:56:24.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45364250837257,False,true,2,1,0,0,0,0,0.0
Large Oval Dish,Les Objoies,deny,False,2024-04-18T13:56:15.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45364250378505,False,true,2,1,1,0,0,0,0.0
Silver Lime Sculpture,Boga Avante Shop,deny,False,2024-03-18T16:07:17.000Z,{'custom': {'soldout': 'true'}},45192495595785,False,true,-1,-1,1,0,0,0,0.0
Silver Walnut Sculpture,Boga Avante Shop,deny,False,2024-03-18T16:07:13.000Z,{'custom': {'soldout': 'true'}},45192494973193,False,true,-1,-1,2,0,0,0,0.0
PICASSO 'THE MASTERWORKS',Boga Avante Shop,deny,False,2024-03-18T16:07:12.000Z,{'custom': {'soldout': 'true'}},45192494842121,False,true,-1,-1,3,0,0,0,0.0
Silver Apple Sculpture,Boga Avante Shop,deny,False,2024-03-18T16:07:05.000Z,{'custom': {'soldout': 'true'}},45192494383369,False,true,-1,-1,0,0,0,0,0.0
Silver Pear Sculpture,Boga Avante Shop,deny,False,2024-03-18T16:07:03.000Z,{'custom': {'soldout': 'true'}},45192493891849,False,true,-1,-1,2,0,0,0,0.0
Vintage Crystal Chess Board,Boga Avante Shop,deny,False,2024-03-18T16:06:55.000Z,{'custom': {'soldout': 'true'}},45192492056841,False,true,-1,-1,10,0,0,0,0.0
Silver Banana Sculpture,Boga Avante Shop,deny,False,2024-03-18T16:06:54.000Z,{'custom': {'soldout': 'true'}},45192491958537,False,true,-1,-1,1,0,0,0,0.0
Silver Custard Apple Sculpture,Boga Avante Shop,deny,False,2024-03-18T16:06:51.000Z,{'custom': {'soldout': 'true'}},45192491696393,False,true,-1,-1,1,0,0,0,0.0
Ethiopian Teapot,Out For Lunch,deny,False,2024-04-04T14:32:37.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45269411365129,False,true,2,1,6,0,0,0,0.0
Folke Ahrström Cocktail Set 1930,Collection apart,deny,False,2024-02-16T15:24:04.000Z,{'custom': {'soldout': 'true'}},45061214601481,False,true,-1,-1,3,0,0,0,0.0
Art Deco Cutlery,Out For Lunch,deny,False,2024-03-19T09:33:59.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45194803020041,False,true,1,1,31,0,0,0,0.0
1950's Art Deco Bowl,Out For Lunch,deny,False,2024-03-19T09:33:42.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45194802692361,False,true,1,1,11,0,0,0,0.0
Art Deco Teapot,Out For Lunch,deny,False,2024-03-19T09:33:28.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45194802200841,False,true,1,1,20,0,0,0,0.0
Steel Wave Candleholder,Out For Lunch,deny,False,2024-03-19T09:33:20.000Z,{'custom': {'soldout': 'true'}},45194802069769,False,true,-1,-1,6,0,0,0,0.0
Small Art Deco Cups,Out For Lunch,deny,False,2024-03-19T09:32:37.000Z,{'custom': {'soldout': 'true'}},45194801053961,False,true,-1,-1,5,0,0,0,0.0
Art Deco Tray,Out For Lunch,deny,False,2024-03-19T09:32:34.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45194800988425,False,true,1,1,4,0,0,0,0.0
Swan Brass Vide Poche,Les Objoies,deny,False,2024-04-08T09:06:31.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45293609845001,False,true,2,1,1,0,0,0,0.0
Italian Silver Art Deco Candleholders,Dodo Vintage,deny,False,2024-03-19T11:41:54.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45195204231433,False,true,2,1,4,0,0,0,0.0
1980s Art Deco Revival carafe,Dodo Vintage,deny,False,2024-03-19T11:41:51.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45195204133129,False,true,2,1,1,0,0,0,0.0
1960s Space Age Glass Ashtray,Dodo Vintage,deny,False,2024-03-19T11:41:45.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45195202920713,False,true,2,1,2,0,0,0,0.0
Glass Decanter,Out For Lunch,deny,False,2024-03-08T18:43:55.000Z,{'custom': {'soldout': 'true'}},45152402571529,False,true,-1,-1,44,0,2,0,0.0
Set of 2 Candle Holders,Les Objoies,deny,False,2024-04-02T12:53:30.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45258637738249,False,true,2,1,12,0,1,0,0.0
Sculptural Ceramic Lamp,Collection apart,deny,False,2024-02-19T09:10:42.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45068637798665,False,true,2,1,57,0,0,0,0.0
Still Life Hållander 1979,Collection apart,deny,False,2024-02-19T09:10:41.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45068637733129,False,true,2,1,11,0,0,0,0.0
Pewter Jar Svenskt Tenn,Collection apart,deny,False,2024-02-19T09:10:22.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45068637307145,False,true,2,1,5,0,0,0,0.0
Deco Crystal Table Lamp,Collection apart,deny,False,2024-02-19T09:10:15.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45068636651785,False,true,2,1,2,0,0,0,0.0
Michael Vase Large,Akua Objects,deny,False,2024-04-10T08:53:07.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45312221774089,False,true,1,1,1,0,0,0,0.0
Mouthblown Oliver Vase,Akua Objects,deny,False,2024-04-10T08:52:47.000Z,{'custom': {'soldout': 'true'}},45312220659977,False,true,-1,-1,1,0,0,0,0.0
Alban Wine Glass - Set of Four,Akua Objects,deny,False,2024-04-10T08:52:33.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45312220004617,False,true,1,1,3,0,0,0,0.0
Noam Wine Glass - Set of Four,Akua Objects,deny,False,2024-04-10T08:51:56.000Z,{'custom': {'soldout': 'true'}},45312218005769,False,true,-1,-1,11,0,0,0,0.0
Oliver Vase,Akua Objects,deny,False,2024-04-10T08:51:54.000Z,{'custom': {'soldout': 'true'}},45312217907465,False,true,-1,-1,1,0,0,0,0.0
Set of six appetizer skewers,Boga Avante Shop,deny,False,2024-03-04T12:39:19.000Z,{'custom': {'soldout': 'true'}},45130229874953,False,true,-1,-1,4,0,0,0,0.0
Set of silver-plated metal cutlery,Boga Avante Shop,deny,False,2024-03-04T12:38:54.000Z,{'custom': {'soldout': 'true'}},45130228924681,False,true,-1,-1,10,0,0,0,0.0
Teaball Teapot by Carsten Joergensen,Boga Avante Shop,deny,False,2024-03-04T12:38:00.000Z,{'custom': {'soldout': 'true'}},45130227286281,False,true,-1,-1,8,0,0,0,0.0
"Love Letters #3, 2024",Rebecca von Matérn,deny,False,2024-02-12T09:03:26.000Z,{'custom': {'soldout': 'true'}},45044750844169,False,true,-1,-1,2,0,0,0,0.0
"Love Letters #1, 2024",Rebecca von Matérn,deny,False,2024-02-12T09:03:21.000Z,{'custom': {'soldout': 'true'}},45044750614793,False,true,-1,-1,9,0,0,0,0.0
"Love Letters #2, 2024",Rebecca von Matérn,deny,False,2024-02-12T09:03:20.000Z,{'custom': {'soldout': 'true'}},45044750549257,False,true,-1,-1,1,0,0,0,0.0
Chrome Candle holder,Out For Lunch,deny,False,2024-03-08T18:43:47.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45152402374921,False,true,1,1,35,0,1,0,0.0
Stig Lindberg 1950's Lamp,Out For Lunch,deny,False,2024-03-12T15:31:22.000Z,{'custom': {'soldout': 'true'}},45164531450121,False,true,-1,-1,4,0,0,0,0.0
1980's Cubic Lamp,Out For Lunch,deny,False,2024-03-12T15:31:15.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45164531187977,False,true,1,1,4,0,0,0,0.0
Art Deco Decanter & Glass,Out For Lunch,deny,False,2024-03-12T15:31:01.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45164530794761,False,true,1,1,3,0,0,0,0.0
Chrome & Wood Candleholder,Out For Lunch,deny,False,2024-03-12T15:30:48.000Z,{'custom': {'soldout': 'true'}},45164530401545,False,true,-1,-1,1,0,0,0,0.0
Bauhaus Table Lamp,Out For Lunch,deny,False,2024-03-12T15:30:41.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45164530303241,False,true,1,1,22,0,0,0,0.0
1920's Art Deco Lamp,Out For Lunch,deny,False,2024-03-12T15:30:39.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45164530237705,False,true,1,1,7,0,0,0,0.0
Dark Silverplated Candeholder,Out For Lunch,deny,False,2024-03-12T15:30:31.000Z,{'custom': {'soldout': 'true'}},45164530106633,False,true,-1,-1,0,0,0,0,0.0
Soapstone Candleholder,Out For Lunch,deny,False,2024-03-12T15:30:12.000Z,{'custom': {'soldout': 'true'}},45164529746185,False,true,-1,-1,0,0,0,0,0.0
Brass Twisted Candleholders,Out For Lunch,deny,False,2024-03-12T15:30:12.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45164529713417,False,true,1,1,0,0,0,0,0.0
Flowerball Vase Harald Notini 1930,Collection apart,deny,False,2024-02-16T16:29:19.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45061389582601,False,true,2,1,5,0,0,0,0.0
De Vecchi Milano Silver Sculpture,Collection apart,deny,False,2024-02-16T16:29:16.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45061389484297,False,true,2,1,2,0,0,0,0.0
Geometric Paper Weights 1930,Collection apart,deny,False,2024-02-16T16:02:23.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45061303533833,False,true,2,1,5,0,0,0,0.0
Sculptural Ceramic Lamp,Collection apart,deny,False,2024-02-16T13:56:13.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45060871094537,False,true,2,1,57,0,0,0,0.0
Rattan Stool Tony Paul,Collection apart,deny,False,2024-02-16T13:56:08.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45060870996233,False,true,2,1,6,0,0,0,0.0
Magnolia Grandiflora 1979,Collection apart,deny,False,2024-02-16T13:56:01.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45060867948809,False,true,2,1,4,0,0,0,0.0
Olympia by Walter Hege and Gerhart Rodenwaldt,Maison Plage,deny,False,2024-02-15T16:00:13.000Z,{'custom': {'soldout': 'true'}},45058143846665,False,true,-1,-1,6,0,0,0,0.0
Murano Stripped Jug,Les Objoies,deny,False,2024-04-02T12:53:23.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45258637607177,False,true,2,1,0,0,0,0,0.0
Shell Decorative Bowl,Boga Avante Shop,deny,False,2024-03-01T11:36:54.000Z,{'custom': {'soldout': 'true'}},45119068569865,False,true,-1,-1,13,0,0,0,0.0
Silver Seasonings Set,Boga Avante Shop,deny,False,2024-03-01T11:36:54.000Z,{'custom': {'soldout': 'true'}},45119068504329,False,true,-1,-1,4,0,0,0,0.0
Joan Miro By James Thrall Soby First Edition 1959,Maison Plage,deny,False,2024-02-13T09:46:00.000Z,{'custom': {'soldout': 'true'}},45048865390857,False,true,-1,-1,1,0,0,0,0.0
Joan Miro: His Graphic Work First Edition 1958,Maison Plage,deny,False,2024-02-13T09:45:59.000Z,{'custom': {'soldout': 'true'}},45048865358089,False,true,-1,-1,4,0,0,0,0.0
Silver Art Deco Vase,Médecine,deny,False,2024-02-23T13:27:23.000Z,{'custom': {'soldout': 'true'}},45089548632329,False,true,-1,-1,9,0,0,0,0.0
1980s Murano Vase Tortoise pattern,Dodo Vintage,deny,False,2024-03-11T15:20:28.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45161021899017,False,true,2,1,3,0,0,0,0.0
1980s Ole Palsby Chrome Thermos Flask for Alfi Denmark,Dodo Vintage,deny,False,2024-03-11T15:20:21.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45161021571337,False,true,2,1,9,0,0,0,0.0
Wooden Floor Lamp,Out For Lunch,deny,False,2024-03-08T18:43:41.000Z,{'custom': {'soldout': 'true'}},45152402243849,False,true,-1,-1,12,0,0,0,0.0
Handcarved Lamp 02,Out For Lunch,deny,False,2024-03-08T15:50:26.000Z,{'custom': {'soldout': 'true'}},45151950635273,False,true,-1,-1,2,0,0,0,0.0
Sculptural Bowl,Out For Lunch,deny,False,2024-03-08T15:50:19.000Z,{'custom': {'soldout': 'true'}},45151950340361,False,true,-1,-1,9,0,0,0,0.0
Handcarved Lamp 01,Out For Lunch,deny,False,2024-03-08T15:50:10.000Z,{'custom': {'soldout': 'true'}},45151949717769,False,true,-1,-1,3,0,0,0,0.0
Wooden Table Lamp,Out For Lunch,deny,False,2024-03-08T15:50:09.000Z,{'custom': {'soldout': 'true'}},45151949422857,False,true,-1,-1,6,0,0,0,0.0
Glass Coasters,Out For Lunch,deny,False,2024-03-08T15:49:46.000Z,{'custom': {'soldout': 'true'}},45151946998025,False,true,-1,-1,2,0,0,0,0.0
Silver Plated Bamboo Tray,Les Objoies,deny,False,2024-03-28T12:36:03.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45237128003849,False,true,2,1,0,0,0,0,0.0
Silver-Plated Cake Stand,Les Objoies,deny,False,2024-03-28T10:11:01.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45236154892553,False,true,2,1,5,0,0,0,0.0
Large Serving Compartiment Tray,Les Objoies,deny,False,2024-03-27T09:51:27.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45231080669449,False,true,2,1,3,0,0,0,0.0
Brutalist Chair,Out For Lunch,deny,False,2024-03-12T15:31:23.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45164531613961,False,true,2,1,53,0,0,0,0.0
Brutalist Chair,Out For Lunch,deny,False,2024-03-12T15:30:58.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45164530598153,False,true,2,1,53,0,0,0,0.0
Antique Earthenware Lamp,Médecine,deny,False,2024-02-05T09:51:08.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '2'}}",45012377567497,False,true,1,2,30,0,1,0,0.0
Triangle Glass Ashtray,Les Objoies,deny,False,2024-03-25T10:12:13.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45220738892041,False,true,2,1,0,0,0,0,0.0
Set of 6 Dessert Cups,Les Objoies,deny,False,2024-03-25T10:12:03.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45220738760969,False,true,2,1,3,0,0,0,0.0
Set of 6 Expresso Cups,Les Objoies,deny,False,2024-03-25T10:11:59.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45220738662665,False,true,2,1,15,0,0,0,0.0
Dark Red-Conical Glass Lamp II,Los Objetos Decorativos,deny,False,2023-11-08T11:10:32.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '1'}}",44723992166665,False,true,3,1,67,2,5,980,0.029850746268656716
Jean Cocteau: La Machine Infernale,Maison Plage,deny,False,2024-02-05T09:51:40.000Z,{'custom': {'soldout': 'true'}},45012380188937,False,true,-1,-1,2,0,0,0,0.0
Art Deco Toast Rack,Les Objoies,deny,False,2024-03-22T14:25:08.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45211593048329,False,true,2,1,2,0,0,0,0.0
Shell Bottle Coaster,Les Objoies,deny,False,2024-03-22T09:13:12.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45210291863817,False,true,2,1,3,0,0,0,0.0
Brutalist Wine Rack,Out For Lunch,deny,False,2024-03-08T18:44:17.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45152403194121,False,true,2,1,21,0,0,0,0.0
Amber coloured Bohemian ashtray 70s,Dodo Vintage,deny,False,2024-03-01T11:37:27.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45119070830857,False,true,2,1,2,0,0,0,0.0
Pair Vintage Silver Plate Candleholders,Maud Vaughan,deny,False,2024-04-15T08:40:32.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '1'}}",45348111417609,False,true,3,1,3,0,0,0,0.0
Barbro Water Glass Large - Set of four,Akua Objects,deny,False,2024-04-10T08:53:18.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45312222527753,False,true,4,2,2,0,0,0,0.0
Silver Butter Dish,Manushi,deny,False,2024-03-28T12:36:17.000Z,{'custom': {'soldout': 'true'}},45237129838857,False,true,-1,-1,2,0,0,0,0.0
Decorative Silver Butter Dish,Manushi,deny,False,2024-03-28T12:36:14.000Z,{'custom': {'soldout': 'true'}},45237128888585,False,true,-1,-1,2,0,0,0,0.0
70s Wood and Metal Tray,Manushi,deny,False,2024-03-28T12:36:08.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45237128331529,False,true,1,1,4,0,0,0,0.0
Decorative Bowl With Handles,Manushi,deny,False,2024-03-28T12:35:49.000Z,{'custom': {'soldout': 'true'}},45237127020809,False,true,-1,-1,3,0,0,0,0.0
Mussel Shell Butter Dish,Manushi,deny,False,2024-03-28T12:35:48.000Z,{'custom': {'soldout': 'true'}},45237126922505,False,true,-1,-1,16,0,0,0,0.0
Footed Decorative Metal Dish,Manushi,deny,False,2024-03-28T12:35:46.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45237126758665,False,true,1,1,4,0,0,0,0.0
German Art Deco Cloud Glass Vase around 1930,Dodo Vintage,deny,False,2024-02-28T14:46:03.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45110147481865,False,true,2,1,7,0,0,0,0.0
